tv_channel,city,tvviewers,start_time,end_time,event_number,weekday
7mate Ade,Adelaide,23,14:15,14:29,3,6
7mate Ade,Adelaide,23,13:45,13:59,3,7
7mate Ade,Adelaide,7,11:45,11:59,4,6
7mate Ade,Adelaide,10,12:15,12:29,4,7
7mate Ade,Adelaide,22,14:45,14:59,5,7
7mate Ade,Adelaide,21,16:30,16:44,9,6
7mate Ade,Adelaide,23,14:45,14:59,2,7
7mate Ade,Adelaide,20,16:15,16:29,8,7
7mate Ade,Adelaide,4,10:30,10:44,4,5
7mate Ade,Adelaide,17,12:45,12:59,4,6
7mate Ade,Adelaide,12,18:30,18:44,1,6
7mate Ade,Adelaide,27,14:30,14:44,2,6
7mate Ade,Adelaide,24,16:45,16:59,9,6
7mate Ade,Adelaide,14,15:15,15:29,9,6
7mate Ade,Adelaide,29,16:45,16:59,3,6
7mate Ade,Adelaide,18,15:00,15:14,6,7
7mate Ade,Adelaide,26,14:30,14:44,7,7
7mate Ade,Adelaide,26,17:15,17:29,9,7
7mate Ade,Adelaide,35,15:00,15:14,3,7
7mate Ade,Adelaide,30,17:00,17:14,3,6
7mate Ade,Adelaide,19,15:00,15:14,2,6
7mate Ade,Adelaide,16,15:30,15:44,8,7
7mate Ade,Adelaide,26,16:00,16:14,2,6
7mate Ade,Adelaide,26,14:30,14:44,4,6
7mate Ade,Adelaide,10,14:00,14:14,6,6
7mate Ade,Adelaide,15,15:45,15:59,7,6
7mate Ade,Adelaide,14,14:15,14:29,6,6
7mate Ade,Adelaide,22,15:30,15:44,2,7
7mate Ade,Adelaide,19,13:45,13:59,7,6
7mate Ade,Adelaide,11,13:15,13:29,9,6
7mate Ade,Adelaide,24,16:45,16:59,7,6
7mate Ade,Adelaide,24,15:00,15:14,3,6
7mate Ade,Adelaide,24,15:30,15:44,7,7
7mate Ade,Adelaide,29,15:15,15:29,9,7
7mate Ade,Adelaide,23,15:45,15:59,2,6
7mate Ade,Adelaide,25,16:30,16:44,2,6
7mate Ade,Adelaide,35,16:00,16:14,7,7
7mate Ade,Adelaide,18,14:45,14:59,9,6
7mate Ade,Adelaide,22,16:30,16:44,8,7
7mate Ade,Adelaide,15,13:45,13:59,8,6
7mate Ade,Adelaide,41,16:30,16:44,7,7
7mate Ade,Adelaide,46,17:00,17:14,3,7
7mate Ade,Adelaide,28,16:15,16:29,2,6
7mate Ade,Adelaide,9,12:30,12:44,3,6
7mate Ade,Adelaide,23,17:30,17:44,7,6
7mate Ade,Adelaide,19,14:45,14:59,5,6
7mate Ade,Adelaide,16,17:15,17:29,8,6
7mate Ade,Adelaide,20,15:00,15:14,7,6
7mate Ade,Adelaide,10,13:30,13:44,5,6
7mate Ade,Adelaide,17,14:00,14:14,6,7
7mate Ade,Adelaide,25,14:00,14:14,4,6
7mate Ade,Adelaide,16,13:00,13:14,4,7
7mate Ade,Adelaide,34,16:45,16:59,6,7
7mate Ade,Adelaide,13,18:00,18:14,12,6
7mate Ade,Adelaide,31,14:45,14:59,3,7
7mate Ade,Adelaide,22,12:45,12:59,1,7
7mate Ade,Adelaide,12,16:45,16:59,6,6
7mate Ade,Adelaide,11,16:15,16:29,6,6
7mate Ade,Adelaide,12,12:00,12:14,1,7
7mate Ade,Adelaide,18,15:15,15:29,7,6
7mate Ade,Adelaide,19,14:45,14:59,9,7
7mate Ade,Adelaide,21,13:30,13:44,4,6
7mate Ade,Adelaide,15,13:45,13:59,5,7
7mate Ade,Adelaide,23,14:45,14:59,8,6
7mate Ade,Adelaide,20,15:30,15:44,3,6
7mate Ade,Adelaide,32,16:00,16:14,5,7
7mate Ade,Adelaide,18,16:45,16:59,8,6
7mate Ade,Adelaide,19,16:30,16:44,8,6
7mate Ade,Adelaide,5,11:00,11:14,4,6
7mate Ade,Adelaide,12,13:00,13:14,9,6
7mate Ade,Adelaide,29,16:45,16:59,5,7
7mate Ade,Adelaide,19,15:45,15:59,8,6
7mate Ade,Adelaide,18,14:30,14:44,4,7
7mate Ade,Adelaide,13,15:15,15:29,6,6
7mate Ade,Adelaide,14,14:00,14:14,9,6
7mate Ade,Adelaide,27,17:15,17:29,3,6
7mate Ade,Adelaide,19,14:45,14:59,6,7
7mate Ade,Adelaide,23,14:45,14:59,2,6
7mate Ade,Adelaide,10,15:45,15:59,6,6
7mate Ade,Adelaide,25,14:30,14:44,3,6
7mate Ade,Adelaide,10,12:45,12:59,9,6
7mate Ade,Adelaide,29,17:00,17:14,7,6
7mate Ade,Adelaide,34,16:45,16:59,7,7
7mate Ade,Adelaide,14,15:30,15:44,7,6
7mate Ade,Adelaide,29,16:15,16:29,2,7
7mate Ade,Adelaide,20,13:45,13:59,4,6
7mate Ade,Adelaide,10,14:45,14:59,4,7
7mate Ade,Adelaide,28,14:15,14:29,2,6
7mate Ade,Adelaide,8,11:00,11:14,4,5
7mate Ade,Adelaide,24,14:30,14:44,1,6
7mate Ade,Adelaide,15,16:30,16:44,7,6
7mate Ade,Adelaide,7,15:45,15:59,9,6
7mate Ade,Adelaide,19,12:00,12:14,4,5
7mate Ade,Adelaide,17,14:15,14:29,8,6
7mate Ade,Adelaide,7,12:15,12:29,3,6
7mate Ade,Adelaide,14,16:00,16:14,7,6
7mate Ade,Adelaide,4,18:30,18:44,12,6
7mate Ade,Adelaide,15,15:15,15:29,5,6
7mate Ade,Adelaide,29,17:00,17:14,9,6
7mate Ade,Adelaide,21,15:15,15:29,2,7
7mate Ade,Adelaide,10,16:00,16:14,5,6
7mate Ade,Adelaide,23,15:45,15:59,2,7
7mate Ade,Adelaide,9,11:15,11:29,4,5
7mate Ade,Adelaide,12,12:30,12:44,4,6
7mate Ade,Adelaide,11,12:30,12:44,4,7
7mate Ade,Adelaide,17,15:15,15:29,6,7
7mate Ade,Adelaide,16,15:30,15:44,5,6
7mate Ade,Adelaide,46,15:45,15:59,3,7
7mate Ade,Adelaide,15,14:00,14:14,5,6
7mate Ade,Adelaide,8,11:30,11:44,4,6
7mate Ade,Adelaide,19,12:30,12:44,1,7
7mate Ade,Adelaide,18,15:30,15:44,6,7
7mate Ade,Adelaide,14,12:15,12:29,4,6
7mate Ade,Adelaide,11,16:15,16:29,9,6
7mate Ade,Adelaide,20,15:30,15:44,8,6
7mate Ade,Adelaide,18,13:00,13:14,1,7
7mate Ade,Adelaide,30,18:00,18:14,1,7
7mate Ade,Adelaide,17,15:15,15:29,8,6
7mate Ade,Adelaide,15,14:00,14:14,7,6
7mate Ade,Adelaide,12,15:45,15:59,5,6
7mate Ade,Adelaide,25,17:00,17:14,2,6
7mate Ade,Adelaide,23,15:00,15:14,9,6
7mate Ade,Adelaide,22,12:15,12:29,4,5
7mate Ade,Adelaide,29,14:45,14:59,3,6
7mate Ade,Adelaide,24,17:15,17:29,2,6
7mate Ade,Adelaide,32,15:45,15:59,9,7
7mate Ade,Adelaide,11,13:45,13:59,9,6
7mate Ade,Adelaide,24,17:15,17:29,3,7
7mate Ade,Adelaide,22,16:00,16:14,3,6
7mate Ade,Adelaide,32,17:45,17:59,7,7
7mate Ade,Adelaide,15,11:45,11:59,4,5
7mate Ade,Adelaide,15,16:15,16:29,5,6
7mate Ade,Adelaide,8,16:00,16:14,9,6
7mate Ade,Adelaide,16,12:30,12:44,4,7
7mate Ade,Adelaide,37,16:45,16:59,3,7
7mate Ade,Adelaide,18,13:15,13:29,4,7
7mate Ade,Adelaide,26,18:15,18:29,1,7
7mate Ade,Adelaide,9,11:30,11:44,4,5
7mate Ade,Adelaide,16,16:00,16:14,8,6
7mate Ade,Adelaide,21,14:30,14:44,9,6
7mate Ade,Adelaide,27,15:45,15:59,7,7
7mate Ade,Adelaide,14,13:00,13:14,4,6
7mate Ade,Adelaide,27,14:30,14:44,3,7
7mate Ade,Adelaide,34,17:15,17:29,7,7
7mate Ade,Adelaide,18,13:45,13:59,3,6
7mate Ade,Adelaide,27,14:15,14:29,4,7
7mate Ade,Adelaide,29,17:15,17:29,9,6
7mate Ade,Adelaide,24,15:00,15:14,9,7
7mate Ade,Adelaide,22,15:00,15:14,5,7
7mate Ade,Adelaide,23,14:45,14:59,4,6
7mate Ade,Adelaide,20,14:15,14:29,5,6
7mate Ade,Adelaide,28,16:15,16:29,9,7
7mate Ade,Adelaide,30,16:00,16:14,9,7
7mate Ade,Adelaide,26,15:30,15:44,9,7
7mate Ade,Adelaide,29,15:00,15:14,1,6
7mate Ade,Adelaide,16,18:45,18:59,1,6
7mate Ade,Adelaide,34,16:00,16:14,6,7
7mate Ade,Adelaide,33,16:30,16:44,2,7
7mate Ade,Adelaide,15,13:30,13:44,7,6
7mate Ade,Adelaide,22,14:30,14:44,8,6
7mate Ade,Adelaide,20,16:45,16:59,8,7
7mate Ade,Adelaide,22,14:45,14:59,7,7
7mate Ade,Adelaide,17,14:00,14:14,8,6
7mate Ade,Adelaide,16,17:00,17:14,6,6
7mate Ade,Adelaide,22,17:00,17:14,8,6
7mate Ade,Adelaide,21,13:45,13:59,4,7
7mate Ade,Adelaide,26,16:15,16:29,3,6
7mate Ade,Adelaide,44,15:30,15:44,3,7
7mate Ade,Adelaide,6,11:15,11:29,4,6
7mate Ade,Adelaide,11,18:15,18:29,12,6
7mate Ade,Adelaide,46,16:00,16:14,3,7
7mate Ade,Adelaide,19,13:15,13:29,4,6
7mate Ade,Adelaide,10,17:15,17:29,5,6
7mate Ade,Adelaide,31,16:15,16:29,6,7
7mate Ade,Adelaide,19,16:30,16:44,5,6
7mate Ade,Adelaide,18,17:00,17:14,5,6
7mate Ade,Adelaide,9,13:30,13:44,8,6
7mate Ade,Adelaide,22,15:15,15:29,3,6
7mate Ade,Adelaide,18,14:15,14:29,5,7
7mate Ade,Adelaide,12,14:30,14:44,6,6
7mate Ade,Adelaide,7,10:45,10:59,4,5
7mate Ade,Adelaide,15,17:15,17:29,8,7
7mate Ade,Adelaide,13,14:00,14:14,1,6
7mate Ade,Adelaide,25,14:00,14:14,2,6
7mate Ade,Adelaide,22,17:45,17:59,7,6
7mate Ade,Adelaide,20,15:45,15:59,3,6
7mate Ade,Adelaide,34,17:00,17:14,2,7
7mate Ade,Adelaide,3,10:15,10:29,4,5
7mate Ade,Adelaide,15,12:00,12:14,4,7
7mate Ade,Adelaide,26,16:00,16:14,2,7
7mate Ade,Adelaide,41,16:30,16:44,3,7
7mate Ade,Adelaide,16,14:30,14:44,6,7
7mate Ade,Adelaide,12,12:00,12:14,4,6
7mate Ade,Adelaide,6,16:00,16:14,6,6
7mate Ade,Adelaide,13,13:45,13:59,5,6
7mate Ade,Adelaide,21,14:30,14:44,9,7
7mate Ade,Adelaide,18,14:30,14:44,5,7
7mate Ade,Adelaide,14,15:30,15:44,6,6
7mate Ade,Adelaide,24,15:00,15:14,2,7
7mate Ade,Adelaide,32,16:30,16:44,3,6
7mate Ade,Adelaide,16,13:30,13:44,3,6
7mate Ade,Adelaide,14,13:30,13:44,6,7
7mate Ade,Adelaide,21,15:00,15:14,5,6
7mate Ade,Adelaide,25,14:30,14:44,2,7
7mate Ade,Adelaide,25,17:00,17:14,9,7
7mate Ade,Adelaide,14,14:45,14:59,6,6
7mate Ade,Adelaide,32,17:15,17:29,6,7
7mate Ade,Adelaide,22,14:00,14:14,3,6
7mate Ade,Adelaide,37,15:15,15:29,3,7
7mate Ade,Adelaide,19,13:30,13:44,3,7
7mate Ade,Adelaide,33,16:30,16:44,9,7
7mate Ade,Adelaide,15,17:15,17:29,6,6
7mate Ade,Adelaide,14,13:45,13:59,6,7
7mate Ade,Adelaide,26,14:15,14:29,7,7
7mate Ade,Adelaide,26,14:45,14:59,1,6
7mate Ade,Adelaide,37,17:30,17:44,7,7
7mate Ade,Adelaide,30,15:45,15:59,6,7
7mate Ade,Adelaide,32,17:00,17:14,7,7
7mate Ade,Adelaide,36,17:00,17:14,6,7
7mate Ade,Adelaide,21,14:00,14:14,3,7
7mate Ade,Adelaide,28,16:30,16:44,5,7
7mate Ade,Adelaide,16,13:30,13:44,5,7
7mate Ade,Adelaide,20,17:30,17:44,3,6
7mate Ade,Adelaide,20,15:15,15:29,7,7
7mate Ade,Adelaide,21,14:15,14:29,3,7
7mate Ade,Adelaide,19,14:00,14:14,7,7
7mate Ade,Adelaide,20,15:45,15:59,8,7
7mate Ade,Adelaide,20,16:45,16:59,5,6
7mate Ade,Adelaide,15,15:00,15:14,6,6
7mate Ade,Adelaide,33,15:45,15:59,5,7
7mate Ade,Adelaide,32,14:15,14:29,4,6
7mate Ade,Adelaide,3,10:00,10:14,4,5
7mate Ade,Adelaide,8,17:45,17:59,1,7
7mate Ade,Adelaide,23,17:15,17:29,2,7
7mate Ade,Adelaide,36,16:15,16:29,7,7
7mate Ade,Adelaide,20,14:30,14:44,7,6
7mate Ade,Adelaide,30,16:15,16:29,5,7
7mate Ade,Adelaide,17,14:15,14:29,1,6
7mate Ade,Adelaide,28,15:30,15:44,5,7
7mate Ade,Adelaide,19,15:30,15:44,2,6
7mate Ade,Adelaide,10,15:30,15:44,9,6
7mate Ade,Adelaide,10,13:30,13:44,9,6
7mate Ade,Adelaide,16,14:15,14:29,6,7
7mate Ade,Adelaide,25,17:15,17:29,7,6
7mate Ade,Adelaide,10,16:30,16:44,6,6
7mate Ade,Adelaide,8,12:00,12:14,3,6
7mate Ade,Adelaide,38,17:00,17:14,5,7
7mate Ade,Adelaide,19,12:15,12:29,1,7
7mate Ade,Adelaide,33,16:45,16:59,2,7
7mate Ade,Adelaide,14,16:15,16:29,8,6
7mate Ade,Adelaide,29,17:15,17:29,5,7
7mate Ade,Adelaide,21,14:45,14:59,7,6
7mate Ade,Adelaide,21,13:30,13:44,4,7
7mate Ade,Adelaide,20,15:00,15:14,7,7
7mate Ade,Adelaide,19,14:15,14:29,7,6
7mate Ade,Adelaide,19,12:45,12:59,4,7
7mate Ade,Adelaide,19,14:15,14:29,9,6
7mate Ade,Adelaide,14,13:00,13:14,3,6
7mate Ade,Adelaide,22,16:00,16:14,8,7
7mate Ade,Adelaide,28,16:30,16:44,6,7
7mate Ade,Adelaide,23,15:15,15:29,5,7
7mate Ade,Adelaide,20,14:00,14:14,4,7
7mate Ade,Adelaide,27,16:45,16:59,9,7
7mate Ade,Adelaide,11,12:30,12:44,9,6
7mate Ade,Adelaide,23,15:00,15:14,8,6
7mate Ade,Adelaide,20,14:00,14:14,5,7
7mate Ade,Adelaide,16,15:15,15:29,2,6
7mate Ade,Adelaide,17,13:15,13:29,3,6
7mate Ade,Adelaide,22,16:45,16:59,2,6
7mate Ade,Adelaide,25,17:00,17:14,8,7
7mate Ade,Adelaide,21,14:30,14:44,5,6
7mate Ade,Adelaide,63,18:30,18:44,11,7
7mate Ade,Adelaide,43,16:15,16:29,3,7
7mate Ade,Adelaide,7,13:30,13:44,6,6
7mate Ade,Adelaide,15,16:15,16:29,7,6
7mate Ade,Adelaide,28,15:15,15:29,1,6
SAS7,Adelaide,31,16:00,16:14,13,6
SAS7,Adelaide,25,15:30,15:44,1,5
SAS7,Adelaide,55,17:00,17:14,11,6
SAS7,Adelaide,45,15:15,15:29,12,7
SAS7,Adelaide,41,13:00,13:14,1,7
SAS7,Adelaide,28,16:30,16:44,10,6
SAS7,Adelaide,34,14:45,14:59,11,6
SAS7,Adelaide,38,14:00,14:14,11,6
SAS7,Adelaide,100,16:00,16:14,11,7
SAS7,Adelaide,12,07:45,07:59,11,7
SAS7,Adelaide,31,15:45,15:59,11,5
SAS7,Adelaide,168,17:30,17:44,1,7
SAS7,Adelaide,19,15:45,15:59,13,7
SAS7,Adelaide,185,18:15,18:29,11,7
SAS7,Adelaide,18,14:30,14:44,1,5
SAS7,Adelaide,30,14:15,14:29,12,7
SAS7,Adelaide,17,12:30,12:44,12,7
SAS7,Adelaide,27,14:15,14:29,14,6
SAS7,Adelaide,41,14:30,14:44,11,6
SAS7,Adelaide,93,14:45,14:59,1,7
SAS7,Adelaide,48,13:15,13:29,1,7
SAS7,Adelaide,5,07:00,07:14,11,7
SAS7,Adelaide,100,19:15,19:29,1,6
SAS7,Adelaide,12,15:15,15:29,10,6
SAS7,Adelaide,26,13:15,13:29,12,7
SAS7,Adelaide,90,19:30,19:44,1,6
SAS7,Adelaide,80,17:30,17:44,1,6
SAS7,Adelaide,34,14:00,14:14,12,7
SAS7,Adelaide,15,14:30,14:44,12,6
SAS7,Adelaide,46,15:45,15:59,12,7
SAS7,Adelaide,13,07:15,07:29,11,7
SAS7,Adelaide,152,17:30,17:44,11,7
SAS7,Adelaide,32,15:15,15:29,11,6
SAS7,Adelaide,96,11:30,11:44,11,7
SAS7,Adelaide,14,12:45,12:59,12,6
SAS7,Adelaide,52,09:30,09:44,11,7
SAS7,Adelaide,17,13:00,13:14,11,5
SAS7,Adelaide,90,13:45,13:59,11,7
SAS7,Adelaide,28,16:15,16:29,14,6
SAS7,Adelaide,31,13:45,13:59,12,7
SAS7,Adelaide,23,16:15,16:29,10,6
SAS7,Adelaide,25,14:00,14:14,14,6
SAS7,Adelaide,89,15:00,15:14,1,7
SAS7,Adelaide,109,15:00,15:14,11,7
SAS7,Adelaide,107,15:15,15:29,11,7
SAS7,Adelaide,73,17:45,17:59,1,6
SAS7,Adelaide,37,14:15,14:29,14,7
SAS7,Adelaide,102,15:45,15:59,11,7
SAS7,Adelaide,34,15:45,15:59,12,6
SAS7,Adelaide,19,13:30,13:44,11,5
SAS7,Adelaide,60,16:15,16:29,1,6
SAS7,Adelaide,30,17:00,17:14,13,7
SAS7,Adelaide,98,13:30,13:44,11,7
SAS7,Adelaide,33,15:00,15:14,14,6
SAS7,Adelaide,37,13:45,13:59,11,6
SAS7,Adelaide,17,13:30,13:44,13,6
SAS7,Adelaide,56,10:00,10:14,11,7
SAS7,Adelaide,26,15:45,15:59,1,5
SAS7,Adelaide,29,16:00,16:14,12,6
SAS7,Adelaide,13,14:45,14:59,10,6
SAS7,Adelaide,21,14:45,14:59,13,6
SAS7,Adelaide,61,16:45,16:59,12,7
SAS7,Adelaide,57,10:15,10:29,11,7
SAS7,Adelaide,29,16:30,16:44,1,5
SAS7,Adelaide,43,16:45,16:59,13,6
SAS7,Adelaide,30,12:30,12:44,11,6
SAS7,Adelaide,32,13:30,13:44,11,6
SAS7,Adelaide,11,13:00,13:14,10,7
SAS7,Adelaide,23,13:45,13:59,12,6
SAS7,Adelaide,39,14:15,14:29,11,6
SAS7,Adelaide,29,14:30,14:44,10,7
SAS7,Adelaide,73,17:15,17:29,1,6
SAS7,Adelaide,17,14:00,14:14,13,6
SAS7,Adelaide,45,17:00,17:14,13,6
SAS7,Adelaide,19,14:45,14:59,11,5
SAS7,Adelaide,38,13:45,13:59,14,7
SAS7,Adelaide,28,17:00,17:14,12,6
SAS7,Adelaide,21,14:30,14:44,13,6
SAS7,Adelaide,27,16:00,16:14,1,5
SAS7,Adelaide,96,19:45,19:59,1,6
SAS7,Adelaide,41,17:45,17:59,14,6
SAS7,Adelaide,27,15:45,15:59,14,6
SAS7,Adelaide,24,17:15,17:29,10,7
SAS7,Adelaide,43,17:00,17:14,14,6
SAS7,Adelaide,39,15:30,15:44,11,6
SAS7,Adelaide,46,16:45,16:59,11,6
SAS7,Adelaide,169,17:00,17:14,1,7
SAS7,Adelaide,11,15:45,15:59,10,6
SAS7,Adelaide,46,16:30,16:44,11,6
SAS7,Adelaide,115,16:30,16:44,11,7
SAS7,Adelaide,34,14:30,14:44,12,7
SAS7,Adelaide,23,16:45,16:59,13,7
SAS7,Adelaide,21,15:00,15:14,11,5
SAS7,Adelaide,15,13:45,13:59,13,6
SAS7,Adelaide,62,18:00,18:14,1,6
SAS7,Adelaide,31,16:15,16:29,12,6
SAS7,Adelaide,12,14:30,14:44,10,6
SAS7,Adelaide,26,16:30,16:44,13,7
SAS7,Adelaide,58,16:00,16:14,14,7
SAS7,Adelaide,31,16:30,16:44,14,6
SAS7,Adelaide,97,20:15,20:29,1,6
SAS7,Adelaide,30,15:30,15:44,11,5
SAS7,Adelaide,54,16:00,16:14,12,7
SAS7,Adelaide,90,12:15,12:29,11,7
SAS7,Adelaide,34,16:15,16:29,10,7
SAS7,Adelaide,60,16:45,16:59,14,7
SAS7,Adelaide,15,15:15,15:29,13,7
SAS7,Adelaide,7,15:00,15:14,13,7
SAS7,Adelaide,55,16:15,16:29,14,7
SAS7,Adelaide,92,20:00,20:14,1,6
SAS7,Adelaide,16,14:45,14:59,1,5
SAS7,Adelaide,24,17:15,17:29,13,7
SAS7,Adelaide,50,09:45,09:59,11,7
SAS7,Adelaide,88,19:00,19:14,1,6
SAS7,Adelaide,36,15:15,15:29,14,6
SAS7,Adelaide,140,16:00,16:14,1,7
SAS7,Adelaide,30,15:00,15:14,11,6
SAS7,Adelaide,13,13:30,13:44,12,6
SAS7,Adelaide,64,17:30,17:44,11,6
SAS7,Adelaide,40,16:30,16:44,13,6
SAS7,Adelaide,14,14:00,14:14,10,6
SAS7,Adelaide,17,15:00,15:14,10,6
SAS7,Adelaide,17,14:15,14:29,13,6
SAS7,Adelaide,21,15:15,15:29,13,6
SAS7,Adelaide,66,17:00,17:14,12,7
SAS7,Adelaide,169,17:45,17:59,1,7
SAS7,Adelaide,148,17:15,17:29,11,7
SAS7,Adelaide,17,16:00,16:14,10,6
SAS7,Adelaide,36,17:30,17:44,14,6
SAS7,Adelaide,61,17:15,17:29,11,6
SAS7,Adelaide,199,18:30,18:44,11,7
SAS7,Adelaide,16,13:00,13:14,12,6
SAS7,Adelaide,40,15:00,15:14,14,7
SAS7,Adelaide,20,14:15,14:29,1,5
SAS7,Adelaide,23,13:00,13:14,12,7
SAS7,Adelaide,61,16:30,16:44,12,7
SAS7,Adelaide,34,15:30,15:44,10,7
SAS7,Adelaide,36,14:45,14:59,12,7
SAS7,Adelaide,86,11:15,11:29,11,7
SAS7,Adelaide,29,16:45,16:59,10,6
SAS7,Adelaide,11,12:30,12:44,12,6
SAS7,Adelaide,16,12:30,12:44,10,7
SAS7,Adelaide,61,15:45,15:59,14,7
SAS7,Adelaide,44,17:15,17:29,14,7
SAS7,Adelaide,27,14:15,14:29,10,7
SAS7,Adelaide,94,12:45,12:59,11,7
SAS7,Adelaide,44,17:15,17:29,13,6
SAS7,Adelaide,13,08:00,08:14,11,7
SAS7,Adelaide,26,13:30,13:44,10,7
SAS7,Adelaide,99,15:15,15:29,1,7
SAS7,Adelaide,34,14:45,14:59,10,7
SAS7,Adelaide,103,14:00,14:14,11,7
SAS7,Adelaide,34,14:30,14:44,14,6
SAS7,Adelaide,35,15:30,15:44,14,6
SAS7,Adelaide,30,08:45,08:59,11,7
SAS7,Adelaide,24,12:45,12:59,11,6
SAS7,Adelaide,97,14:30,14:44,1,7
SAS7,Adelaide,19,13:15,13:29,11,5
SAS7,Adelaide,35,17:00,17:14,10,7
SAS7,Adelaide,21,14:00,14:14,11,5
SAS7,Adelaide,26,16:45,16:59,12,6
SAS7,Adelaide,16,13:15,13:29,12,6
SAS7,Adelaide,31,13:30,13:44,12,7
SAS7,Adelaide,84,10:45,10:59,11,7
SAS7,Adelaide,36,15:45,15:59,10,7
SAS7,Adelaide,35,13:45,13:59,10,7
SAS7,Adelaide,57,17:15,17:29,12,7
SAS7,Adelaide,21,13:30,13:44,14,6
SAS7,Adelaide,40,15:45,15:59,11,6
SAS7,Adelaide,37,14:45,14:59,14,6
SAS7,Adelaide,47,17:45,17:59,14,7
SAS7,Adelaide,10,12:45,12:59,10,7
SAS7,Adelaide,37,15:15,15:29,10,7
SAS7,Adelaide,83,16:45,16:59,1,6
SAS7,Adelaide,43,14:45,14:59,14,7
SAS7,Adelaide,105,15:30,15:44,11,7
SAS7,Adelaide,37,16:45,16:59,10,7
SAS7,Adelaide,102,16:15,16:29,11,7
SAS7,Adelaide,10,15:30,15:44,10,6
SAS7,Adelaide,21,15:15,15:29,1,5
SAS7,Adelaide,23,16:00,16:14,13,7
SAS7,Adelaide,27,15:30,15:44,13,6
SAS7,Adelaide,18,14:15,14:29,12,6
SAS7,Adelaide,92,11:45,11:59,11,7
SAS7,Adelaide,101,13:00,13:14,11,7
SAS7,Adelaide,161,17:45,17:59,11,7
SAS7,Adelaide,16,07:30,07:44,11,7
SAS7,Adelaide,22,13:00,13:14,11,6
SAS7,Adelaide,144,16:15,16:29,1,7
SAS7,Adelaide,16,08:15,08:29,11,7
SAS7,Adelaide,19,14:15,14:29,11,5
SAS7,Adelaide,44,17:30,17:44,14,7
SAS7,Adelaide,27,17:15,17:29,12,6
SAS7,Adelaide,34,16:30,16:44,10,7
SAS7,Adelaide,53,15:30,15:44,14,7
SAS7,Adelaide,41,15:15,15:29,14,7
SAS7,Adelaide,129,17:00,17:14,11,7
SAS7,Adelaide,32,16:00,16:14,10,7
SAS7,Adelaide,22,15:15,15:29,11,5
SAS7,Adelaide,22,15:00,15:14,12,6
SAS7,Adelaide,25,16:15,16:29,1,5
SAS7,Adelaide,83,12:00,12:14,11,7
SAS7,Adelaide,45,16:00,16:14,11,6
SAS7,Adelaide,35,15:00,15:14,10,7
SAS7,Adelaide,170,18:00,18:14,11,7
SAS7,Adelaide,55,17:00,17:14,14,7
SAS7,Adelaide,129,15:45,15:59,1,7
SAS7,Adelaide,32,16:15,16:29,13,6
SAS7,Adelaide,29,16:30,16:44,12,6
SAS7,Adelaide,45,17:15,17:29,14,6
SAS7,Adelaide,19,17:15,17:29,10,6
SAS7,Adelaide,35,13:30,13:44,14,7
SAS7,Adelaide,40,14:30,14:44,14,7
SAS7,Adelaide,27,16:45,16:59,1,5
SAS7,Adelaide,26,16:15,16:29,13,7
SAS7,Adelaide,41,14:00,14:14,14,7
SAS7,Adelaide,11,12:15,12:29,12,6
SAS7,Adelaide,42,16:45,16:59,14,6
SAS7,Adelaide,19,14:00,14:14,1,5
SAS7,Adelaide,42,15:00,15:14,12,7
SAS7,Adelaide,29,15:45,15:59,13,6
SAS7,Adelaide,124,14:30,14:44,11,7
SAS7,Adelaide,48,16:15,16:29,11,6
SAS7,Adelaide,114,14:45,14:59,11,7
SAS7,Adelaide,23,15:15,15:29,12,6
SAS7,Adelaide,110,15:30,15:44,1,7
SAS7,Adelaide,152,16:30,16:44,1,7
SAS7,Adelaide,21,14:00,14:14,12,6
SAS7,Adelaide,21,14:30,14:44,11,5
SAS7,Adelaide,21,12:45,12:59,12,7
SAS7,Adelaide,92,13:15,13:29,11,7
SAS7,Adelaide,154,16:45,16:59,1,7
SAS7,Adelaide,25,15:00,15:14,13,6
SAS7,Adelaide,86,14:00,14:14,1,7
SAS7,Adelaide,29,14:00,14:14,10,7
SAS7,Adelaide,18,13:45,13:59,11,5
SAS7,Adelaide,25,15:30,15:44,12,6
SAS7,Adelaide,25,17:00,17:14,10,6
SAS7,Adelaide,82,17:00,17:14,1,6
SAS7,Adelaide,34,17:30,17:44,12,6
SAS7,Adelaide,24,08:30,08:44,11,7
SAS7,Adelaide,30,16:00,16:14,14,6
SAS7,Adelaide,49,16:00,16:14,1,6
SAS7,Adelaide,74,13:45,13:59,1,7
SAS7,Adelaide,63,13:30,13:44,1,7
SAS7,Adelaide,17,13:15,13:29,10,7
SAS7,Adelaide,37,09:00,09:14,11,7
SAS7,Adelaide,44,09:15,09:29,11,7
SAS7,Adelaide,13,14:15,14:29,10,6
SAS7,Adelaide,94,14:15,14:29,1,7
SAS7,Adelaide,23,13:45,13:59,14,6
SAS7,Adelaide,9,12:00,12:14,12,6
SAS7,Adelaide,30,12:15,12:29,11,6
SAS7,Adelaide,18,15:00,15:14,1,5
SAS7,Adelaide,63,16:30,16:44,14,7
SAS7,Adelaide,23,13:15,13:29,11,6
SAS7,Adelaide,96,12:30,12:44,11,7
SAS7,Adelaide,116,14:15,14:29,11,7
SAS7,Adelaide,16,15:30,15:44,13,7
SAS7,Adelaide,62,16:15,16:29,12,7
